run_id,model_name,target,accuracy,balanced_accuracy,macro_f1,ordinal_mae,n_test
mlb_stuff_temporal_selected_2020_2025,xgboost_span4_compact_shallow_scale1,player_absolute_stuff_tertile,0.5090543259557344,0.48836983252170024,0.4905810121221268,0.5513078470824949,497
mlb_stuff_temporal_selected_2020_2025,ridge_span4_compact_alpha100_scale0.5,player_absolute_stuff_tertile,0.5291750503018109,0.510518513460876,0.5139833711262283,0.5311871227364185,497
xgboost_fast_search_2020_2025,xgboost_tpe_span4_compact_locked,player_absolute_stuff_tertile,0.5171026156941649,0.49311326898589597,0.49551404116425846,0.5472837022132797,497
ewma_alpha_search_2020_2025,ewma_alpha0.39_global,player_absolute_stuff_tertile,0.5271629778672032,0.5106040982551371,0.5133847196408773,0.5412474849094567,497
